ticker,name,exchange,is_etf,security_type,source
DYNCU,Dynamix Corporation - Unit,NASDAQ,False,unit,nasdaqtrader
DYNCW,Dynamix Corporation - Warrant,NASDAQ,False,warrant,nasdaqtrader
DYOR,Insight Digital Partners II - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
DYORU,Insight Digital Partners II - Units,NASDAQ,False,unit,nasdaqtrader
DYORW,Insight Digital Partners II - Warrants,NASDAQ,False,warrant,nasdaqtrader
DZZ,"DB Gold Double Short ETN due February 15, 2038",P,False,common,nasdaqtrader
E,ENI S.p.A. Common Stock,N,False,common,nasdaqtrader
EAD,Allspring Income Opportunities Fund Common Shares,A,False,common,nasdaqtrader
EAF,GrafTech International Ltd. Common Stock,N,False,common,nasdaqtrader
EAI,"Entergy Arkansas, LLC First Mortgage Bonds, 4.875% Series Due September 1, 2066",N,False,note,nasdaqtrader
EARN,Ellington Credit Company Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
EAT,"Brinker International, Inc. Common Stock",N,False,common,nasdaqtrader
EBAY,eBay Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
EBC,"Eastern Bankshares, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EBF,"Ennis, Inc. Common Stock",N,False,common,nasdaqtrader
EBMT,"Eagle Bancorp Montana, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EBON,Ebang International Holdings Inc. - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
EBS,Emergent BioSolutions Inc. Common Stock,N,False,common,nasdaqtrader
EC,Ecopetrol S.A. American Depositary Shares,N,False,common,nasdaqtrader
ECAT,BlackRock ESG Capital Allocation Term Trust Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
ECBK,"ECB Bancorp, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
ECC,Eagle Point Credit Company Common Share of Beneficial Interest,N,False,common,nasdaqtrader
ECC-PD,Eagle Point Credit Company 6.75% Series D Preferred Stock,N,False,preferred,nasdaqtrader
ECCC,Eagle Point Credit Company 6.50% Series C Term Preferred Stock due 2031,N,False,preferred,nasdaqtrader
ECCU,Eagle Point Credit Company 7.75% Notes due 2030,N,False,note,nasdaqtrader
ECCV,Eagle Point Credit Company 5.375% Notes due 2029,N,False,note,nasdaqtrader
ECF,Ellsworth Growth and Income Fund Ltd.,A,False,common,nasdaqtrader
ECF-PA,Ellsworth Growth and Income Fund Ltd. 5.25% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),A,False,preferred,nasdaqtrader
ECG,"Everus Construction Group, Inc. Common Stock",N,False,common,nasdaqtrader
ECHO,EchoStar Corporation - Common stock,NASDAQ,False,common,nasdaqtrader
ECL,Ecolab Inc. Common Stock,N,False,common,nasdaqtrader
ECO,Okeanis Eco Tankers Corp. Common Stock,N,False,common,nasdaqtrader
ECOR,"electroCore, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
ECPG,Encore Capital Group Inc - Common Stock,NASDAQ,False,common,nasdaqtrader
ECVT,Ecovyst Inc. Common Stock,N,False,common,nasdaqtrader
ECX,ECARX Holdings Inc. - Class A Ordinary shares,NASDAQ,False,common,nasdaqtrader
ECXWW,ECARX Holdings Inc. - Warrants,NASDAQ,False,warrant,nasdaqtrader
ED,"Consolidated Edison, Inc. Common Stock",N,False,common,nasdaqtrader
EDBL,Edible Garden AG Incorporated - Common Stock,NASDAQ,False,common,nasdaqtrader
EDBLW,Edible Garden AG Incorporated - Warrant,NASDAQ,False,warrant,nasdaqtrader
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc. Common Stock",N,False,common,nasdaqtrader
EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
EDHL,Everbright Digital Holding Limited - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
EDIT,"Editas Medicine, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,N,False,common,nasdaqtrader
EDRY,EuroDry Ltd. - Common Shares,NASDAQ,False,common,nasdaqtrader
EDSA,"Edesa Biotech, Inc. - Common Shares",NASDAQ,False,common,nasdaqtrader
EDTK,Skillful Craftsman Education Technology Limited - Ordinary Share,NASDAQ,False,common,nasdaqtrader
EDU,"New Oriental Education & Technology Group, Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands)",N,False,common,nasdaqtrader
EDUC,Educational Development Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
EE,"Excelerate Energy, Inc. Class A Common Stock",N,False,common,nasdaqtrader
EEA,"The European Equity Fund, Inc. Common Stock",N,False,common,nasdaqtrader
EEFT,"Euronet Worldwide, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EEIQ,EpicQuest Education Group International Limited - Common Stock,NASDAQ,False,common,nasdaqtrader
EFC,Ellington Financial Inc. Common Stock,N,False,common,nasdaqtrader
EFC-PB,Ellington Financial Inc. 6.250% Series B Fixed-Rate Reset Cumulative Redeemable Preferred Stock,N,False,preferred,nasdaqtrader
EFC-PC,Ellington Financial Inc. 8.625% Series C Fixed-Rate Reset Cumulative Redeemable Preferred Stock,N,False,preferred,nasdaqtrader
EFC-PD,Ellington Financial Inc. 7.00% Series D Cumulative Perpetual Redeemable Preferred Stock,N,False,preferred,nasdaqtrader
EFOI,"Energy Focus, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EFOR,"Everforth, Inc. Common Stock",N,False,common,nasdaqtrader
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
EFSC,Enterprise Financial Services Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
EFSCP,"Enterprise Financial Services Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",NASDAQ,False,preferred,nasdaqtrader
EFSI,Eagle Financial Services Inc - Common Stock,NASDAQ,False,common,nasdaqtrader
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
EFTY,"Etoiles Capital Group Co., Ltd. - Class A Ordinary Shares",NASDAQ,False,common,nasdaqtrader
EFX,"Equifax, Inc. Common Stock",N,False,common,nasdaqtrader
EFXT,Enerflex Ltd Common Shares,N,False,common,nasdaqtrader
EG,"Everest Group, Ltd. Common Stock",N,False,common,nasdaqtrader
EGAN,eGain Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
EGBN,"Eagle Bancorp, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EGG,Enigmatig Limited Class A Ordinary Shares,A,False,common,nasdaqtrader
EGHA,EGH Acquisition Corp. - Class A ordinary shares,NASDAQ,False,common,nasdaqtrader
EGHAR,EGH Acquisition Corp. - rights,NASDAQ,False,right,nasdaqtrader
EGHAU,EGH Acquisition Corp. - Unit,NASDAQ,False,unit,nasdaqtrader
EGHT,8x8 Inc - Common stock,NASDAQ,False,common,nasdaqtrader
EGO,Eldorado Gold Corporation Ordinary Shares,N,False,common,nasdaqtrader
EGP,"EastGroup Properties, Inc. Common Stock",N,False,common,nasdaqtrader
EGY,"VAALCO Energy, Inc.  Common Stock",N,False,common,nasdaqtrader
EH,EHang Holdings Limited - ADS,NASDAQ,False,common,nasdaqtrader
EHC,Encompass Health Corporation Common Stock,N,False,common,nasdaqtrader
EHGO,Eshallgo Inc. - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
EHI,Western Asset Global High Income Fund Inc Common Stock,N,False,common,nasdaqtrader
EHLD,Euroholdings Ltd. - Common Stock,NASDAQ,False,common,nasdaqtrader
EHTH,"eHealth, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EIC,Eagle Point Income Company Inc. Common Stock,N,False,common,nasdaqtrader
EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,N,False,preferred,nasdaqtrader
EIG,Employers Holdings Inc Common Stock,N,False,common,nasdaqtrader
EIIA,Eagle Point Institutional Income Fund 8.125% Series A Term Preferred Shares Due 2029,N,False,preferred,nasdaqtrader
EIKN,"Eikon Therapeutics, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EIM,"Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value",A,False,common,nasdaqtrader
EIX,Edison International Common Stock,N,False,common,nasdaqtrader
EJH,E-Home Household Service Holdings Limited - Ordinary shares,NASDAQ,False,common,nasdaqtrader
EL,"Estee Lauder Companies, Inc. (The) Common Stock",N,False,common,nasdaqtrader
ELA,Envela Corporation Common Stock,A,False,common,nasdaqtrader
ELAB,PMGC Holdings Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
ELAN,Elanco Animal Health Incorporated Common Stock,N,False,common,nasdaqtrader
ELBM,Electra Battery Materials Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
ELC,"Entergy Louisiana, Inc. Collateral Trust Mortgage Bonds, 4.875 % Series due September 1, 2066",N,False,note,nasdaqtrader
ELDN,"Eledon Pharmaceuticals, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
ELE,Elemental Royalty Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
ELF,"e.l.f. Beauty, Inc. Common Stock",N,False,common,nasdaqtrader
ELLA,Ellington Credit Company 8.50% Notes due 2031,N,False,note,nasdaqtrader
ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),A,False,common,nasdaqtrader
ELMD,"Electromed, Inc. Common Stock",A,False,common,nasdaqtrader
ELME,Elme Communities Common Stock,N,False,common,nasdaqtrader
ELMT,The Elmet Group Co. - Common Stock,NASDAQ,False,common,nasdaqtrader
ELOG,Eastern International Ltd. - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
ELOX,"Eloxx Pharmaceuticals, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
ELPC,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing four (4) Common Shares),N,False,common,nasdaqtrader
ELPW,Elong Power Holding Limited - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
ELS,"Equity Lifestyle Properties, Inc. Common Stock",N,False,common,nasdaqtrader
ELTK,Eltek Ltd. - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
ELTX,"Elicio Therapeutics, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
ELUT,"Elutia, Inc. - Class A Common Stock",NASDAQ,False,common,nasdaqtrader
ELV,"Elevance Health, Inc. Common Stock",N,False,common,nasdaqtrader
ELVA,Electrovaya Inc. - Common Shares,NASDAQ,False,common,nasdaqtrader
ELVN,"Enliven Therapeutics, Inc.  - Common Stock",NASDAQ,False,common,nasdaqtrader
ELVR,Elevra Lithium Limited - American Depository Shares,NASDAQ,False,common,nasdaqtrader
ELWT,"Elauwit Connection, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EMA,Emera Incorporated Common Shares,N,False,common,nasdaqtrader
EMAT,Evolution Metals & Technologies Corp. - Common Stock,NASDAQ,False,common,nasdaqtrader
EMBC,Embecta Corp. - Common Stock,NASDAQ,False,common,nasdaqtrader
EMBJ,Embraer S.A. Common Stock,N,False,common,nasdaqtrader
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,N,False,common,nasdaqtrader
EME,"EMCOR Group, Inc. Common Stock",N,False,common,nasdaqtrader
EMF,Templeton Emerging Markets Fund Common Stock,N,False,common,nasdaqtrader
EMIS,Emmis Acquisition Corp. - Class A Ordinary Share,NASDAQ,False,common,nasdaqtrader
EMISR,Emmis Acquisition Corp. - Rights,NASDAQ,False,right,nasdaqtrader
EML,Eastern Company (The) - Common Stock,NASDAQ,False,common,nasdaqtrader
EMN,Eastman Chemical Company Common Stock,N,False,common,nasdaqtrader
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,N,False,common,nasdaqtrader
EMP,"Entergy Mississippi, LLC First Mortgage Bonds, 4.90% Series Due October 1, 2066",N,False,note,nasdaqtrader
EMPD,Empery Digital Inc. - Common stock,NASDAQ,False,common,nasdaqtrader
EMR,Emerson Electric Company Common Stock,N,False,common,nasdaqtrader
ENB,Enbridge Inc Common Stock,N,False,common,nasdaqtrader
ENGN,enGene Therapeutics Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
ENGNW,enGene Therapeutics Inc. - Warrants,NASDAQ,False,warrant,nasdaqtrader
ENGS,Energys Group Limited - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
ENHA,Enhanced Group Inc. Class A Common Stock,N,False,common,nasdaqtrader
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),N,False,common,nasdaqtrader
ENJ,"Entergy New Orleans, LLC First Mortgage Bonds, 5.0% Series due December 1, 2052",N,False,note,nasdaqtrader
ENLT,Enlight Renewable Energy Ltd. - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
ENLV,Enlivex Ltd. - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
ENO,"Entergy New Orleans, LLC First Mortgage Bonds, 5.50% Series due April 1, 2066",N,False,note,nasdaqtrader
ENOV,Enovis Corporation Common Stock,N,False,common,nasdaqtrader
ENPH,"Enphase Energy, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
ENR,"Energizer Holdings, Inc. Common Stock",N,False,common,nasdaqtrader
ENRD,Einride AB - American Depositary Shares,NASDAQ,False,common,nasdaqtrader
ENRDW,Einride AB - Warrants,NASDAQ,False,warrant,nasdaqtrader
ENS,EnerSys Common Stock,N,False,common,nasdaqtrader
ENSC,"Ensysce Biosciences, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
ENSG,"The Ensign Group, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
ENTA,"Enanta Pharmaceuticals, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
ENTG,"Entegris, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
ENTX,Entera Bio Ltd. - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
ENVA,"Enova International, Inc. Common Stock",N,False,common,nasdaqtrader
ENVB,"Enveric Biosciences, Inc.  - Common Stock",NASDAQ,False,common,nasdaqtrader
ENVX,Enovix Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
EOG,"EOG Resources, Inc. Common Stock",N,False,common,nasdaqtrader
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,N,False,common,nasdaqtrader
EOLS,"Evolus, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EONR,EON Resources Inc. Class A Common Stock,A,False,common,nasdaqtrader
EONR-W,"EON Resources Inc. Warrants, each whole warrant exercisable for three quarters of one share of Class A Common Stock at an exercise price of $11.50 per whole share",A,False,warrant,nasdaqtrader
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,N,False,common,nasdaqtrader
EOSE,"Eos Energy Enterprises, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EOSEW,"Eos Energy Enterprises, Inc. - Warrant",NASDAQ,False,warrant,nasdaqtrader
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,N,False,common,nasdaqtrader
EP,Empire Petroleum Corporation Common Stock,A,False,common,nasdaqtrader
EP-PC,El Paso Corporation Preferred Stock,N,False,preferred,nasdaqtrader
EPAC,Enerpac Tool Group Corp. Common Stock,N,False,common,nasdaqtrader
EPAM,"EPAM Systems, Inc. Common Stock",N,False,common,nasdaqtrader
EPC,Edgewell Personal Care Company Common Stock,N,False,common,nasdaqtrader
EPD,Enterprise Products Partners L.P. Common Stock,N,False,common,nasdaqtrader
EPM,"Evolution Petroleum Corporation, Inc. Common Stock",A,False,common,nasdaqtrader
EPOW,E-Power Inc. - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
EPR,EPR Properties Common Stock,N,False,common,nasdaqtrader
EPR-PC,EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,N,False,preferred,nasdaqtrader
EPR-PE,EPR Properties Series E Cumulative Conv Pfd Shs Ser E,N,False,preferred,nasdaqtrader
EPR-PG,EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares,N,False,preferred,nasdaqtrader
EPRT,"Essential Properties Realty Trust, Inc. Common Stock",N,False,common,nasdaqtrader
EPRX,Eupraxia Pharmaceuticals Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
EPSM,Epsium Enterprise Limited - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
EPSN,Epsilon Energy Ltd. - Common Shares,NASDAQ,False,common,nasdaqtrader
EQ,"Equillium, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EQBK,"Equity Bancshares, Inc. Class A Common Stock",N,False,common,nasdaqtrader
EQH,"Equitable Holdings, Inc. Common Stock",N,False,common,nasdaqtrader
EQH-PA,"Equitable Holdings, Inc. Depositary Shares",N,False,preferred,nasdaqtrader
EQH-PC,"Equitable Holdings, Inc. Depositary Shares, each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series C",N,False,preferred,nasdaqtrader
EQIX,"Equinix, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EQNR,Equinor ASA,N,False,common,nasdaqtrader
EQPT,EquipmentShare.com Inc - Class A Common Stock,NASDAQ,False,common,nasdaqtrader
EQR,Equity Residential Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
EQS,"Equus Total Return, Inc. Common Stock",N,False,common,nasdaqtrader
EQT,EQT Corporation Common Stock,N,False,common,nasdaqtrader
EQX,Equinox Gold Corp. Common Shares,A,False,common,nasdaqtrader
ERAS,"Erasca, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
ERC,Allspring Multi-Sector Income Fund Common Stock,A,False,common,nasdaqtrader
ERH,Allspring Utilities and High Income Fund Common Shares,A,False,common,nasdaqtrader
ERIC,Ericsson - American Depositary Shares each representing 1 underlying Class B share,NASDAQ,False,common,nasdaqtrader
ERIE,Erie Indemnity Company - Class A Common Stock,NASDAQ,False,common,nasdaqtrader
ERII,"Energy Recovery, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
ERNA,Ernexa Therapeutics Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
ERNAW,Ernexa Therapeutics Inc. - Warrants,NASDAQ,False,warrant,nasdaqtrader
ERO,Ero Copper Corp. Common Shares,N,False,common,nasdaqtrader
EROC,"ERock, Inc. Class A Common Stock",N,False,common,nasdaqtrader
EROK,"EagleRock Land, LLC Class A shares representing limited liability company interests",N,False,common,nasdaqtrader
ES,Eversource Energy (D/B/A) Common Stock,N,False,common,nasdaqtrader
ESAB,ESAB Corporation Common Stock,N,False,common,nasdaqtrader
ESBA,"Empire State Realty OP, L.P. Series ES Operating Partnership Units Representing Limited Partnership Interests",P,False,common,nasdaqtrader
ESCA,"Escalade, Incorporated - Common Stock",NASDAQ,False,common,nasdaqtrader
ESE,ESCO Technologies Inc. Common Stock,N,False,common,nasdaqtrader
ESEA,Euroseas Ltd. - Common Stock,NASDAQ,False,common,nasdaqtrader
ESI,Element Solutions Inc. Common Stock,N,False,common,nasdaqtrader
ESLA,"Estrella Immunopharma, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
ESLAW,"Estrella Immunopharma, Inc. - Warrant",NASDAQ,False,warrant,nasdaqtrader
ESLT,Elbit Systems Ltd. - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
ESNT,Essent Group Ltd. Common Shares,N,False,common,nasdaqtrader
ESOA,Energy Services of America Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
ESP,Espey Mfg. & Electronics Corp. Common Stock,A,False,common,nasdaqtrader
ESQ,"Esquire Financial Holdings, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
ESRT,"Empire State Realty Trust, Inc. Class A Common Stock",N,False,common,nasdaqtrader
ESS,"Essex Property Trust, Inc. Common Stock",N,False,common,nasdaqtrader
ESTA,Establishment Labs Holdings Inc. - Common Shares,NASDAQ,False,common,nasdaqtrader
ESTC,Elastic N.V. Ordinary Shares,N,False,common,nasdaqtrader
ET,Energy Transfer LP Common Units,N,False,common,nasdaqtrader
ET-PI,Energy Transfer L.P. Series I Fixed Rate Perpetual Preferred Units,N,False,preferred,nasdaqtrader
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
ETD,Ethan Allen Interiors Inc. Common Stock,N,False,common,nasdaqtrader
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
ETI-P,"Entergy Texas Inc 5.375% Series A Preferred Stock, Cumulative, No Par Value",N,False,preferred,nasdaqtrader
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
ETN,"Eaton Corporation, PLC Ordinary Shares",N,False,common,nasdaqtrader
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,N,False,common,nasdaqtrader
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
ETOR,eToro Group Ltd. - Class A Common Shares,NASDAQ,False,common,nasdaqtrader
ETR,Entergy Corporation Common Stock,N,False,common,nasdaqtrader
ETS,Elite Express Holding Inc. - Class A Common Stock,NASDAQ,False,common,nasdaqtrader
ETSS,Energy Transition Special Opportunities Class A Ordinary Shares,N,False,common,nasdaqtrader
ETSS-U,"Energy Transition Special Opportunities Units, each consisting of one Class A ordinary share and one-half of one redeemable warrant",N,False,warrant,nasdaqtrader
ETSS-W,"Energy Transition Special Opportunities Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",N,False,warrant,nasdaqtrader
ETSY,"Etsy, Inc. Common Stock",N,False,common,nasdaqtrader
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
ETX,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
ETY,"Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,",N,False,common,nasdaqtrader
EU,enCore Energy Corp. - Common Stock,NASDAQ,False,common,nasdaqtrader
EUDA,Euda Health Holdings Limited - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
EUDAW,Euda Health Holdings Limited - Warrant,NASDAQ,False,warrant,nasdaqtrader
EURK,Eureka Acquisition Corp - Class A Ordinary Share,NASDAQ,False,common,nasdaqtrader
EURKR,Eureka Acquisition Corp - Right,NASDAQ,False,right,nasdaqtrader
EURKU,Eureka Acquisition Corp - Unit,NASDAQ,False,unit,nasdaqtrader
EVAC,EQV Ventures Acquisition Corp. II Class A Ordinary Shares,N,False,common,nasdaqtrader
EVAC-U,"EQV Ventures Acquisition Corp. II Units, each unit consists of one Class A ordinary share and one-third of one redeemable warrant",N,False,warrant,nasdaqtrader
EVAC-W,"EQV Ventures Acquisition Corp. II Redeemable Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",N,False,warrant,nasdaqtrader
EVAX,Evaxion A/S - American Depositary Share,NASDAQ,False,common,nasdaqtrader
EVC,Entravision Communications Corporation Common Stock,N,False,common,nasdaqtrader
EVCM,EverCommerce Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
EVER,"EverQuote, Inc. - Class A Common Stock",NASDAQ,False,common,nasdaqtrader
EVEX,"Eve Holding, Inc. Common Stock",N,False,common,nasdaqtrader
EVEX-W,"Eve Holding, Inc. Warrants, each exercisable for one share of Common Stock at an exercise price of $11.50 per share",N,False,warrant,nasdaqtrader
EVF,Eaton Vance Senior Income Trust Common Stock,N,False,common,nasdaqtrader
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
EVGN,Evogene Ltd. - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
EVGO,EVgo Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
EVH,"Evolent Health, Inc Class A Common Stock",N,False,common,nasdaqtrader
EVI,"EVI Industries, Inc.  Common Stock",A,False,common,nasdaqtrader
EVLV,"Evolv Technologies Holdings, Inc. - Class A Common Stock",NASDAQ,False,common,nasdaqtrader
EVMN,"Evommune, Inc. Common Stock",N,False,common,nasdaqtrader
EVN,Eaton Vance Municipal Income Trust Common Stock,N,False,common,nasdaqtrader
EVO,Evotec SE - American Depositary Shares each representing 1/2 of one ordinary share,NASDAQ,False,common,nasdaqtrader
EVOX,Evolution Global Acquisition Corp - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
EVOXU,Evolution Global Acquisition Corp - Units,NASDAQ,False,unit,nasdaqtrader
EVOXW,Evolution Global Acquisition Corp - Warrants,NASDAQ,False,warrant,nasdaqtrader
EVR,Evercore Inc. Class A Common Stock,N,False,common,nasdaqtrader
EVRG,"Evergy, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
EVTC,"Evertec, Inc. Common Stock",N,False,common,nasdaqtrader
EVTL,Vertical Aerospace Ltd. Ordinary Shares,N,False,common,nasdaqtrader
EVV,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,A,False,common,nasdaqtrader
EW,Edwards Lifesciences Corporation Common Stock,N,False,common,nasdaqtrader
EWAV,East West Ave Acquisition Corp. - Common Stock,NASDAQ,False,common,nasdaqtrader
EWAVR,East West Ave Acquisition Corp. - Rights,NASDAQ,False,right,nasdaqtrader
EWAVU,East West Ave Acquisition Corp. - Units,NASDAQ,False,unit,nasdaqtrader
EWBC,"East West Bancorp, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EWTX,"Edgewise Therapeutics, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EXC,Exelon Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
EXE,Expand Energy Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
EXEL,"Exelixis, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EXFY,"Expensify, Inc. - Class A Common Stock",NASDAQ,False,common,nasdaqtrader
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),N,False,common,nasdaqtrader
EXLS,"ExlService Holdings, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EXOD,"Exodus Movement, Inc. Class A Common Stock",A,False,common,nasdaqtrader
EXOZ,eXoZymes Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
EXP,Eagle Materials Inc Common Stock,N,False,common,nasdaqtrader
EXPD,"Expeditors International of Washington, Inc. Common Stock",N,False,common,nasdaqtrader
EXPE,"Expedia Group, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EXPO,"Exponent, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EXR,Extra Space Storage Inc Common Stock,N,False,common,nasdaqtrader
EXTR,"Extreme Networks, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EXYN,"Exyn Technologies, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
EXYNW,"Exyn Technologies, Inc. - Warrant",NASDAQ,False,warrant,nasdaqtrader
